Time,Throughput_EnbA,Throughput_EnbB
406.4,11.2849,13.1259
406.5,11.285,13.1259
406.6,11.2852,13.1259
406.7,11.2853,13.1259
406.8,11.2855,13.1258
406.9,11.2856,13.1258
407,11.2857,13.1258
407.1,11.2859,13.1259
407.2,11.286,13.1258
407.3,11.2862,13.1259
407.4,11.2863,13.1259
407.5,11.2865,13.1258
407.6,11.2866,13.1258
407.7,11.2868,13.1258
407.8,11.2869,13.1258
407.9,11.2871,13.1258
408,11.2872,13.1258
408.1,11.2874,13.1258
408.2,11.2875,13.1258
408.3,11.2876,13.1258
408.4,11.2878,13.1258
408.5,11.2879,13.1258
408.6,11.2881,13.1258
408.7,11.2882,13.1258
408.8,11.2883,13.1258
408.9,11.2884,13.1258
409,11.2886,13.1258
409.1,11.2888,13.1258
409.2,11.289,13.1257
409.3,11.2891,13.1258
409.4,11.2892,13.1257
409.5,11.2893,13.1257
409.6,11.2895,13.1258
409.7,11.2896,13.1257
409.8,11.2898,13.1257
409.9,11.2899,13.1257
410,11.29,13.1257
410.1,11.2902,13.1257
410.2,11.2903,13.1257
410.3,11.2905,13.1258
410.4,11.2906,13.1257
410.5,11.2907,13.1257
410.6,11.2908,13.1257
410.7,11.291,13.1257
410.8,11.2911,13.1257
410.9,11.2913,13.1257
411,11.2914,13.1257
411.1,11.2916,13.1257
411.2,11.2917,13.1257
411.3,11.2919,13.1257
411.4,11.292,13.1257
411.5,11.2922,13.1257
411.6,11.2923,13.1257
411.7,11.2924,13.1256
411.8,11.2926,13.1257
411.9,11.2927,13.1257
412,11.2928,13.1257
412.1,11.293,13.1257
412.2,11.2932,13.1256
412.3,11.2933,13.1256
412.4,11.2934,13.1256
412.5,11.2935,13.1256
412.6,11.2937,13.1256
412.7,11.2938,13.1256
412.8,11.294,13.1256
412.9,11.2941,13.1256
413,11.2942,13.1256
413.1,11.2944,13.1256
413.2,11.2945,13.1256
413.3,11.2946,13.1256
413.4,11.2948,13.1255
413.5,11.2949,13.1256
413.6,11.2951,13.1256
413.7,11.2952,13.1256
413.8,11.2954,13.1256
413.9,11.2955,13.1255
414,11.2956,13.1256
414.1,11.2958,13.1255
414.2,11.2959,13.1255
414.3,11.2961,13.1256
414.4,11.2962,13.1255
414.5,11.2963,13.1255
414.6,11.2965,13.1255
414.7,11.2966,13.1255
414.8,11.2968,13.1255
414.9,11.2969,13.1255
415,11.297,13.1255
415.1,11.2972,13.1255
415.2,11.2973,13.1255
415.3,11.2974,13.1255
415.4,11.2976,13.1255
415.5,11.2977,13.1255
415.6,11.2979,13.1255
415.7,11.298,13.1254
415.8,11.2981,13.1255
415.9,11.2983,13.1254
416,11.2984,13.1255
416.1,11.2986,13.1255
416.2,11.2987,13.1255
416.3,11.2988,13.1254
416.4,11.2989,13.1254
416.5,11.2991,13.1255
416.6,11.2992,13.1255
416.7,11.2994,13.1254
416.8,11.2995,13.1255
416.9,11.2996,13.1254
417,11.2998,13.1254
417.1,11.2999,13.1254
417.2,11.3,13.1254
417.3,11.3002,13.1254
417.4,11.3003,13.1254
417.5,11.3004,13.1255
417.6,11.3006,13.1254
417.7,11.3007,13.1254
417.8,11.3009,13.1254
417.9,11.301,13.1254
418,11.3012,13.1254
418.1,11.3012,13.1253
418.2,11.3014,13.1253
418.3,11.3015,13.1254
418.4,11.3017,13.1254
418.5,11.3018,13.1254
418.6,11.302,13.1254
418.7,11.302,13.1254
418.8,11.3022,13.1253
418.9,11.3023,13.1253
419,11.3025,13.1254
419.1,11.3026,13.1253
419.2,11.3027,13.1253
419.3,11.3029,13.1254
419.4,11.303,13.1253
419.5,11.3031,13.1253
419.6,11.3032,13.1253
419.7,11.3034,13.1253
419.8,11.3035,13.1253
419.9,11.3037,13.1253
420,11.3038,13.1253
420.1,11.304,13.1253
420.2,11.3041,13.1253
420.3,11.3042,13.1253
420.4,11.3044,13.1253
420.5,11.3045,13.1253
420.6,11.3046,13.1253
420.7,11.3048,13.1253
420.8,11.3049,13.1253
420.9,11.3051,13.1252
421,11.3052,13.1252
421.1,11.3053,13.1252
421.2,11.3054,13.1252
421.3,11.3056,13.1252
421.4,11.3057,13.1253
421.5,11.3058,13.1253
421.6,11.3059,13.1252
421.7,11.3061,13.1252
421.8,11.3063,13.1252
421.9,11.3063,13.1252
422,11.3065,13.1252
422.1,11.3066,13.1252
422.2,11.3068,13.1252
422.3,11.3069,13.1252
422.4,11.3071,13.1252
422.5,11.3072,13.1252
422.6,11.3073,13.1252
422.7,11.3075,13.1252
422.8,11.3076,13.1252
422.9,11.3077,13.1251
423,11.3078,13.1252
423.1,11.3079,13.1252
423.2,11.3081,13.1252
423.3,11.3083,13.1252
423.4,11.3083,13.1252
423.5,11.3085,13.1252
423.6,11.3086,13.1251
423.7,11.3087,13.1252
423.8,11.3089,13.1251
423.9,11.309,13.1251
424,11.3091,13.1252
424.1,11.3092,13.1252
424.2,11.3093,13.1251
424.3,11.3095,13.1251
424.4,11.3096,13.1251
424.5,11.3097,13.1251
424.6,11.3099,13.1251
424.7,11.31,13.1251
424.8,11.3101,13.1251
424.9,11.3102,13.1251
425,11.3104,13.1251
425.1,11.3105,13.1251
425.2,11.3106,13.1251
425.3,11.3108,13.1251
425.4,11.3109,13.1251
425.5,11.311,13.1251
425.6,11.3111,13.1251
425.7,11.3112,13.1251
425.8,11.3114,13.1251
425.9,11.3115,13.1251
426,11.3116,13.1251
426.1,11.3118,13.1251
426.2,11.3119,13.1251
426.3,11.312,13.1251
426.4,11.3121,13.1251
426.5,11.3122,13.125
426.6,11.3124,13.125
426.7,11.3125,13.125
426.8,11.3126,13.125
426.9,11.3128,13.125
427,11.3129,13.125
427.1,11.313,13.125
427.2,11.3132,13.125
427.3,11.3133,13.125
427.4,11.3134,13.125
427.5,11.3136,13.125
427.6,11.3137,13.125
427.7,11.3138,13.125
427.8,11.3139,13.125
427.9,11.314,13.125
428,11.3142,13.125
428.1,11.3143,13.125
428.2,11.3145,13.125
428.3,11.3146,13.125
428.4,11.3147,13.125
428.5,11.3149,13.125
428.6,11.315,13.1249
428.7,11.3151,13.125
428.8,11.3152,13.125
428.9,11.3154,13.125
429,11.3155,13.1249
429.1,11.3156,13.1249
429.2,11.3157,13.125
429.3,11.3159,13.1249
429.4,11.316,13.1249
429.5,11.3161,13.1249
429.6,11.3162,13.1249
429.7,11.3164,13.1249
429.8,11.3165,13.1249
429.9,11.3166,13.1249
430,11.3168,13.1249
430.1,11.3169,13.1249
430.2,11.317,13.1249
430.3,11.3171,13.1249
430.4,11.3173,13.1249
430.5,11.3174,13.1249
430.6,11.3175,13.1249
430.7,11.3176,13.1249
430.8,11.3177,13.1249
430.9,11.3178,13.1249
431,11.318,13.1249
431.1,11.3181,13.1248
431.2,11.3183,13.1249
431.3,11.3184,13.1249
431.4,11.3185,13.1249
431.5,11.3186,13.1248
431.6,11.3188,13.1248
431.7,11.3189,13.1249
431.8,11.319,13.1248
431.9,11.3191,13.1249
432,11.3193,13.1249
432.1,11.3194,13.1249
432.2,11.3195,13.1248
432.3,11.3196,13.1248
432.4,11.3198,13.1248
432.5,11.3199,13.1248
432.6,11.32,13.1248
432.7,11.3202,13.1248
432.8,11.3203,13.1248
432.9,11.3204,13.1248
433,11.3205,13.1248
433.1,11.3207,13.1248
433.2,11.3208,13.1248
433.3,11.3209,13.1247
433.4,11.321,13.1248
433.5,11.3212,13.1248
433.6,11.3213,13.1248
433.7,11.3214,13.1248
433.8,11.3216,13.1248
433.9,11.3217,13.1248
434,11.3218,13.1247
434.1,11.3219,13.1247
434.2,11.3221,13.1248
434.3,11.3222,13.1248
434.4,11.3223,13.1247
434.5,11.3224,13.1248
434.6,11.3226,13.1247
434.7,11.3227,13.1247
434.8,11.3228,13.1247
434.9,11.3229,13.1248
435,11.323,13.1247
435.1,11.3232,13.1248
435.2,11.3233,13.1248
435.3,11.3234,13.1247
435.4,11.3235,13.1247
435.5,11.3237,13.1247
435.6,11.3238,13.1247
435.7,11.3239,13.1247
435.8,11.324,13.1247
435.9,11.3242,13.1248
436,11.3243,13.1247
436.1,11.3244,13.1247
436.2,11.3246,13.1247
436.3,11.3247,13.1246
436.4,11.3248,13.1247
436.5,11.3249,13.1246
436.6,11.3251,13.1247
436.7,11.3252,13.1247
436.8,11.3253,13.1247
436.9,11.3254,13.1246
437,11.3256,13.1246
437.1,11.3257,13.1246
437.2,11.3258,13.1246
437.3,11.3259,13.1246
437.4,11.326,13.1246
437.5,11.3261,13.1246
437.6,11.3263,13.1246
437.7,11.3264,13.1246
437.8,11.3265,13.1246
437.9,11.3267,13.1246
438,11.3268,13.1246
438.1,11.3269,13.1246
438.2,11.327,13.1246
438.3,11.3272,13.1246
438.4,11.3273,13.1246
438.5,11.3274,13.1246
438.6,11.3275,13.1246
438.7,11.3277,13.1246
438.8,11.3278,13.1246
438.9,11.3279,13.1246
439,11.328,13.1246
439.1,11.3282,13.1246
439.2,11.3283,13.1245
439.3,11.3284,13.1245
439.4,11.3286,13.1245
439.5,11.3286,13.1245
439.6,11.3288,13.1245
439.7,11.3289,13.1245
439.8,11.329,13.1245
439.9,11.3291,13.1245
440,11.3292,13.1245
440.1,11.3294,13.1245
440.2,11.3295,13.1245
440.3,11.3296,13.1245
440.4,11.3297,13.1245
440.5,11.3299,13.1245
440.6,11.33,13.1245
440.7,11.3301,13.1245
440.8,11.3302,13.1245
440.9,11.3303,13.1245
441,11.3304,13.1245
441.1,11.3306,13.1245
441.2,11.3307,13.1245
441.3,11.3308,13.1245
441.4,11.3309,13.1245
441.5,11.331,13.1245
441.6,11.3312,13.1245
441.7,11.3312,13.1245
441.8,11.3314,13.1244
441.9,11.3315,13.1244
442,11.3316,13.1244
442.1,11.3318,13.1245
442.2,11.3319,13.1245
442.3,11.332,13.1245
442.4,11.3321,13.1244
442.5,11.3322,13.1244
442.6,11.3323,13.1244
442.7,11.3325,13.1244
442.8,11.3326,13.1244
442.9,11.3327,13.1244
443,11.3328,13.1244
443.1,11.3329,13.1244
443.2,11.3331,13.1244
443.3,11.3332,13.1244
443.4,11.3333,13.1244
443.5,11.3334,13.1244
443.6,11.3335,13.1244
443.7,11.3337,13.1244
443.8,11.3338,13.1244
443.9,11.3339,13.1244
444,11.334,13.1244
444.1,11.3341,13.1243
444.2,11.3342,13.1243
444.3,11.3344,13.1243
444.4,11.3345,13.1244
444.5,11.3346,13.1243
444.6,11.3347,13.1244
444.7,11.3348,13.1243
444.8,11.335,13.1243
444.9,11.3351,13.1243
445,11.3352,13.1243
445.1,11.3353,13.1244
445.2,11.3354,13.1243
445.3,11.3355,13.1244
445.4,11.3356,13.1243
445.5,11.3357,13.1243
445.6,11.3358,13.1243
445.7,11.336,13.1243
445.8,11.3361,13.1243
445.9,11.3363,13.1243
446,11.3364,13.1243
446.1,11.3365,13.1243
446.2,11.3366,13.1243
446.3,11.3367,13.1243
446.4,11.3368,13.1243
446.5,11.337,13.1243
446.6,11.3371,13.1243
446.7,11.3372,13.1242
446.8,11.3373,13.1243
446.9,11.3374,13.1243
447,11.3376,13.1243
447.1,11.3377,13.1243
447.2,11.3378,13.1242
447.3,11.3379,13.1243
447.4,11.338,13.1242
447.5,11.3381,13.1242
447.6,11.3383,13.1242
447.7,11.3384,13.1242
447.8,11.3385,13.1242
447.9,11.3386,13.1242
448,11.3387,13.1242
448.1,11.3389,13.1242
448.2,11.339,13.1242
448.3,11.3391,13.1242
448.4,11.3392,13.1242
448.5,11.3393,13.1242
448.6,11.3395,13.1242
448.7,11.3396,13.1242
448.8,11.3397,13.1242
448.9,11.3398,13.1242
449,11.3399,13.1241
449.1,11.34,13.1242
449.2,11.3402,13.1241
449.3,11.3403,13.1242
449.4,11.3404,13.1242
449.5,11.3405,13.1242
449.6,11.3407,13.1242
449.7,11.3407,13.1241
449.8,11.3408,13.1242
449.9,11.341,13.1242
450,11.3411,13.1241
450.1,11.3412,13.1242
450.2,11.3413,13.1241
450.3,11.3414,13.1241
450.4,11.3416,13.1241
450.5,11.3416,13.1241
450.6,11.3418,13.1241
450.7,11.3419,13.1241
450.8,11.342,13.1242
450.9,11.3421,13.1241
451,11.3423,13.1241
451.1,11.3423,13.1241
451.2,11.3425,13.1241
451.3,11.3426,13.1241
451.4,11.3427,13.1241
451.5,11.3428,13.1241
451.6,11.3429,13.1241
451.7,11.3431,13.1241
451.8,11.3432,13.1241
451.9,11.3433,13.124
452,11.3434,13.124
452.1,11.3435,13.1241
452.2,11.3437,13.124
452.3,11.3438,13.124
452.4,11.3439,13.1241
452.5,11.344,13.1241
452.6,11.3441,13.124
452.7,11.3442,13.124
452.8,11.3443,13.124
452.9,11.3445,13.124
453,11.3446,13.124
453.1,11.3447,13.124
453.2,11.3448,13.124
453.3,11.3449,13.124
453.4,11.345,13.124
453.5,11.3452,13.124
453.6,11.3453,13.124
453.7,11.3454,13.124
453.8,11.3455,13.124
453.9,11.3456,13.124
454,11.3458,13.124
454.1,11.3459,13.124
454.2,11.346,13.124
454.3,11.3461,13.124
454.4,11.3462,13.124
454.5,11.3463,13.124
454.6,11.3464,13.124
454.7,11.3465,13.124
454.8,11.3466,13.124
454.9,11.3468,13.124
455,11.3469,13.124
455.1,11.347,13.1239
455.2,11.3472,13.1239
455.3,11.3473,13.1239
455.4,11.3474,13.1239
455.5,11.3475,13.124
455.6,11.3476,13.124
455.7,11.3477,13.1239
455.8,11.3479,13.1239
455.9,11.3479,13.1239
456,11.348,13.1239
456.1,11.3481,13.1239
456.2,11.3483,13.1239
456.3,11.3484,13.1239
456.4,11.3485,13.1239
456.5,11.3486,13.1239
456.6,11.3487,13.1239
456.7,11.3489,13.1239
456.8,11.349,13.1239
456.9,11.3491,13.1238
457,11.3492,13.1239
457.1,11.3493,13.1239
457.2,11.3495,13.1239
457.3,11.3496,13.1239
457.4,11.3496,13.1239
457.5,11.3498,13.1238
457.6,11.3499,13.1238
457.7,11.35,13.1238
457.8,11.3501,13.1239
457.9,11.3502,13.1238
458,11.3503,13.1239
458.1,11.3505,13.1239
458.2,11.3506,13.1239
458.3,11.3507,13.1238
458.4,11.3508,13.1238
458.5,11.3509,13.1238
458.6,11.351,13.1238
458.7,11.3511,13.1238
458.8,11.3512,13.1238
458.9,11.3514,13.1238
459,11.3515,13.1238
459.1,11.3516,13.1238
459.2,11.3517,13.1238
459.3,11.3518,13.1238
459.4,11.3519,13.1238
459.5,11.352,13.1239
459.6,11.3521,13.1238
459.7,11.3522,13.1238
459.8,11.3523,13.1238
459.9,11.3524,13.1238
460,11.3525,13.1238
460.1,11.3526,13.1237
460.2,11.3527,13.1238
460.3,11.3528,13.1238
460.4,11.353,13.1238
460.5,11.3531,13.1238
460.6,11.3532,13.1238
460.7,11.3533,13.1237
460.8,11.3534,13.1237
460.9,11.3535,13.1237
461,11.3536,13.1238
461.1,11.3537,13.1238
461.2,11.3539,13.1237
461.3,11.3539,13.1237
461.4,11.3541,13.1237
461.5,11.3542,13.1237
461.6,11.3543,13.1237
461.7,11.3544,13.1237
461.8,11.3545,13.1237
461.9,11.3546,13.1237
462,11.3547,13.1237
462.1,11.3549,13.1237
462.2,11.355,13.1237
462.3,11.3551,13.1236
462.4,11.3552,13.1236
462.5,11.3553,13.1237
462.6,11.3554,13.1237
462.7,11.3555,13.1236
462.8,11.3556,13.1237
462.9,11.3557,13.1237
463,11.3558,13.1237
463.1,11.3559,13.1236
463.2,11.3561,13.1237
463.3,11.3562,13.1236
463.4,11.3563,13.1236
463.5,11.3564,13.1237
463.6,11.3565,13.1236
463.7,11.3566,13.1236
463.8,11.3567,13.1236
463.9,11.3568,13.1236
464,11.3569,13.1236
464.1,11.357,13.1236
464.2,11.3571,13.1237
464.3,11.3572,13.1237
464.4,11.3573,13.1236
464.5,11.3574,13.1236
464.6,11.3576,13.1236
464.7,11.3576,13.1236
464.8,11.3578,13.1236
464.9,11.3579,13.1235
465,11.358,13.1236
465.1,11.3581,13.1236
465.2,11.3582,13.1236
465.3,11.3583,13.1236
465.4,11.3584,13.1236
465.5,11.3585,13.1236
465.6,11.3586,13.1235
465.7,11.3587,13.1236
465.8,11.3588,13.1236
465.9,11.3589,13.1236
466,11.3591,13.1235
466.1,11.3592,13.1235
466.2,11.3593,13.1235
466.3,11.3594,13.1235
466.4,11.3595,13.1235
466.5,11.3596,13.1235
466.6,11.3597,13.1235
466.7,11.3599,13.1236
466.8,11.3599,13.1236
466.9,11.36,13.1235
467,11.3602,13.1235
467.1,11.3603,13.1235
467.2,11.3604,13.1235
467.3,11.3605,13.1235
467.4,11.3606,13.1235
467.5,11.3607,13.1235
467.6,11.3608,13.1235
467.7,11.3609,13.1235
467.8,11.361,13.1235
467.9,11.3611,13.1235
468,11.3612,13.1235
468.1,11.3614,13.1235
468.2,11.3615,13.1235
468.3,11.3616,13.1235
468.4,11.3617,13.1235
468.5,11.3618,13.1235
468.6,11.3619,13.1234
468.7,11.362,13.1235
468.8,11.3621,13.1234
468.9,11.3622,13.1235
469,11.3624,13.1235
469.1,11.3625,13.1234
469.2,11.3626,13.1235
469.3,11.3627,13.1235
469.4,11.3628,13.1235
469.5,11.3629,13.1234
469.6,11.363,13.1234
469.7,11.3631,13.1235
469.8,11.3632,13.1235
469.9,11.3633,13.1234
470,11.3634,13.1234
470.1,11.3635,13.1234
470.2,11.3637,13.1234
470.3,11.3637,13.1234
470.4,11.3639,13.1234
470.5,11.364,13.1234
470.6,11.3641,13.1234
470.7,11.3642,13.1234
470.8,11.3643,13.1234
470.9,11.3644,13.1234
471,11.3645,13.1234
471.1,11.3646,13.1234
471.2,11.3648,13.1234
471.3,11.3649,13.1234
471.4,11.3649,13.1234
471.5,11.3651,13.1234
471.6,11.3652,13.1234
471.7,11.3653,13.1234
471.8,11.3654,13.1234
471.9,11.3655,13.1234
472,11.3656,13.1234
472.1,11.3657,13.1233
472.2,11.3658,13.1234
472.3,11.366,13.1233
472.4,11.366,13.1234
472.5,11.3662,13.1233
472.6,11.3663,13.1233
472.7,11.3663,13.1234
472.8,11.3665,13.1233
472.9,11.3666,13.1234
473,11.3667,13.1233
473.1,11.3668,13.1233
473.2,11.3669,13.1233
473.3,11.367,13.1233
473.4,11.3671,13.1233
473.5,11.3672,13.1233
473.6,11.3673,13.1233
473.7,11.3674,13.1233
473.8,11.3675,13.1233
473.9,11.3676,13.1233
474,11.3678,13.1233
474.1,11.3679,13.1233
474.2,11.368,13.1233
474.3,11.3681,13.1233
474.4,11.3682,13.1233
474.5,11.3683,13.1233
474.6,11.3684,13.1233
474.7,11.3685,13.1233
474.8,11.3686,13.1233
474.9,11.3687,13.1233
475,11.3688,13.1232
475.1,11.3689,13.1232
475.2,11.369,13.1233
475.3,11.3691,13.1232
475.4,11.3693,13.1233
475.5,11.3694,13.1233
475.6,11.3694,13.1232
475.7,11.3695,13.1232
475.8,11.3696,13.1232
475.9,11.3697,13.1232
476,11.3698,13.1232
476.1,11.3699,13.1232
476.2,11.37,13.1233
476.3,11.3701,13.1232
476.4,11.3703,13.1232
476.5,11.3703,13.1232
476.6,11.3705,13.1232
476.7,11.3706,13.1232
476.8,11.3707,13.1232
476.9,11.3708,13.1232
477,11.3709,13.1232
477.1,11.371,13.1232
477.2,11.3711,13.1232
477.3,11.3712,13.1232
477.4,11.3713,13.1232
477.5,11.3714,13.1232
477.6,11.3715,13.1232
477.7,11.3716,13.1232
477.8,11.3718,13.1232
477.9,11.3719,13.1232
478,11.3719,13.1232
478.1,11.3721,13.1232
478.2,11.3721,13.1232
478.3,11.3722,13.1232
478.4,11.3723,13.1232
478.5,11.3725,13.1232
478.6,11.3726,13.1232
478.7,11.3727,13.1232
478.8,11.3728,13.1232
478.9,11.3729,13.1231
479,11.373,13.1231
479.1,11.3731,13.1231
479.2,11.3732,13.1231
479.3,11.3733,13.1231
479.4,11.3734,13.1232
479.5,11.3735,13.1231
479.6,11.3736,13.1231
479.7,11.3737,13.1231
479.8,11.3738,13.1231
479.9,11.3739,13.1231
480,11.374,13.1231
480.1,11.3741,13.1232
480.2,11.3742,13.1231
480.3,11.3744,13.1231
480.4,11.3745,13.1231
480.5,11.3745,13.1231
480.6,11.3747,13.1231
480.7,11.3748,13.1231
480.8,11.3749,13.1231
480.9,11.375,13.1231
481,11.3751,13.1231
481.1,11.3752,13.1231
481.2,11.3753,13.1231
481.3,11.3754,13.1231
481.4,11.3755,13.1231
481.5,11.3756,13.1231
481.6,11.3757,13.1231
481.7,11.3758,13.1231
481.8,11.3759,13.1231
481.9,11.376,13.1231
482,11.3761,13.1231
482.1,11.3762,13.1231
482.2,11.3763,13.1231
482.3,11.3764,13.1231
482.4,11.3765,13.1231
482.5,11.3766,13.123
482.6,11.3767,13.1231
482.7,11.3768,13.123
482.8,11.3769,13.123
482.9,11.377,13.1231
483,11.3772,13.123
483.1,11.3772,13.123
483.2,11.3773,13.123
483.3,11.3774,13.123
483.4,11.3775,13.1231
483.5,11.3776,13.123
483.6,11.3777,13.123
483.7,11.3778,13.123
483.8,11.3779,13.123
483.9,11.378,13.123
484,11.3781,13.123
484.1,11.3782,13.123
484.2,11.3783,13.123
484.3,11.3784,13.123
484.4,11.3785,13.123
484.5,11.3786,13.1229
484.6,11.3787,13.123
484.7,11.3788,13.123
484.8,11.3789,13.1229
484.9,11.379,13.123
485,11.3791,13.123
485.1,11.3792,13.123
485.2,11.3793,13.1229
485.3,11.3794,13.1229
485.4,11.3795,13.123
485.5,11.3796,13.1229
485.6,11.3797,13.1229
485.7,11.3798,13.1229
485.8,11.3799,13.1229
485.9,11.38,13.1229
486,11.3802,13.1229
486.1,11.3802,13.1229
486.2,11.3803,13.1229
486.3,11.3804,13.1229
486.4,11.3805,13.1229
486.5,11.3806,13.1229
486.6,11.3808,13.1229
486.7,11.3808,13.1229
486.8,11.3809,13.1229
486.9,11.381,13.1229
487,11.3811,13.1229
487.1,11.3812,13.1229
487.2,11.3813,13.1229
487.3,11.3814,13.1229
487.4,11.3815,13.1229
487.5,11.3816,13.1229
487.6,11.3817,13.1229
487.7,11.3818,13.1229
487.8,11.3819,13.1229
487.9,11.382,13.1229
488,11.3821,13.1229
488.1,11.3822,13.1229
488.2,11.3823,13.1229
488.3,11.3824,13.1229
488.4,11.3825,13.1229
488.5,11.3826,13.1228
488.6,11.3827,13.1228
488.7,11.3828,13.1228
488.8,11.3829,13.1229
488.9,11.383,13.1229
489,11.3831,13.1228
489.1,11.3832,13.1228
489.2,11.3833,13.1228
489.3,11.3834,13.1228
489.4,11.3835,13.1228
489.5,11.3836,13.1228
489.6,11.3837,13.1228
489.7,11.3838,13.1228
489.8,11.3839,13.1228
489.9,11.384,13.1228
490,11.384,13.1228
490.1,11.3841,13.1228
490.2,11.3842,13.1228
490.3,11.3843,13.1228
490.4,11.3845,13.1228
490.5,11.3845,13.1228
490.6,11.3846,13.1228
490.7,11.3847,13.1228
490.8,11.3848,13.1228
490.9,11.3849,13.1228
491,11.385,13.1228
491.1,11.3851,13.1228
491.2,11.3852,13.1228
491.3,11.3853,13.1228
491.4,11.3854,13.1228
491.5,11.3855,13.1228
491.6,11.3856,13.1228
491.7,11.3857,13.1227
491.8,11.3858,13.1228
491.9,11.3859,13.1228
492,11.386,13.1227
492.1,11.3861,13.1228
492.2,11.3862,13.1228
492.3,11.3863,13.1228
492.4,11.3864,13.1227
492.5,11.3865,13.1227
492.6,11.3866,13.1228
492.7,11.3867,13.1227
492.8,11.3868,13.1228
492.9,11.3869,13.1227
493,11.387,13.1227
493.1,11.3871,13.1227
493.2,11.3872,13.1227
493.3,11.3873,13.1227
493.4,11.3874,13.1227
493.5,11.3875,13.1227
493.6,11.3875,13.1227
493.7,11.3876,13.1227
493.8,11.3877,13.1227
493.9,11.3878,13.1227
494,11.3879,13.1227
494.1,11.388,13.1227
494.2,11.3881,13.1227
494.3,11.3882,13.1227
494.4,11.3883,13.1227
494.5,11.3884,13.1227
494.6,11.3886,13.1227
494.7,11.3886,13.1227
494.8,11.3887,13.1227
494.9,11.3888,13.1226
495,11.3889,13.1226
495.1,11.389,13.1227
495.2,11.3891,13.1226
495.3,11.3892,13.1227
495.4,11.3893,13.1227
495.5,11.3894,13.1227
495.6,11.3895,13.1226
495.7,11.3896,13.1226
495.8,11.3897,13.1226
495.9,11.3898,13.1226
496,11.3899,13.1227
496.1,11.39,13.1227
496.2,11.3901,13.1226
496.3,11.3902,13.1226
496.4,11.3903,13.1226
496.5,11.3904,13.1226
496.6,11.3905,13.1226
496.7,11.3906,13.1226
496.8,11.3906,13.1226
496.9,11.3908,13.1226
497,11.3908,13.1226
497.1,11.3909,13.1226
497.2,11.391,13.1226
497.3,11.3911,13.1226
497.4,11.3913,13.1226
497.5,11.3913,13.1226
497.6,11.3914,13.1226
497.7,11.3915,13.1226
497.8,11.3916,13.1226
497.9,11.3917,13.1226
498,11.3918,13.1226
498.1,11.3919,13.1226
498.2,11.392,13.1226
498.3,11.3921,13.1226
498.4,11.3922,13.1226
498.5,11.3923,13.1225
498.6,11.3924,13.1226
498.7,11.3925,13.1225
498.8,11.3926,13.1225
498.9,11.3927,13.1225
499,11.3928,13.1225
499.1,11.3929,13.1226
499.2,11.3929,13.1225
499.3,11.393,13.1226
499.4,11.3931,13.1225
499.5,11.3932,13.1225
499.6,11.3933,13.1225
499.7,11.3934,13.1225
499.8,11.3935,13.1225
499.9,11.3936,13.1225
500,11.3937,13.1225
500.1,11.3938,13.1225
500.2,11.3939,13.1225
500.3,11.394,13.1225
500.4,11.3941,13.1225
500.5,11.3942,13.1225
500.6,11.3943,13.1225
500.7,11.3943,13.1224
500.8,11.3945,13.1225
500.9,11.3945,13.1225
501,11.3947,13.1225
501.1,11.3948,13.1224
501.2,11.3948,13.1224
501.3,11.3949,13.1225
501.4,11.395,13.1225
501.5,11.3951,13.1225
501.6,11.3952,13.1224
501.7,11.3953,13.1225
501.8,11.3954,13.1225
501.9,11.3954,13.1224
502,11.3956,13.1224
502.1,11.3956,13.1224
502.2,11.3958,13.1224
502.3,11.3958,13.1224
502.4,11.3959,13.1224
502.5,11.396,13.1224
502.6,11.3961,13.1224
502.7,11.3962,13.1224
502.8,11.3963,13.1224
502.9,11.3964,13.1224
503,11.3965,13.1225
503.1,11.3966,13.1224
503.2,11.3967,13.1224
503.3,11.3968,13.1224
503.4,11.3969,13.1224
503.5,11.397,13.1224
503.6,11.3971,13.1224
503.7,11.3971,13.1224
503.8,11.3972,13.1224
503.9,11.3973,13.1224
504,11.3974,13.1224
504.1,11.3975,13.1224
504.2,11.3976,13.1224
504.3,11.3977,13.1224
504.4,11.3978,13.1224
504.5,11.3979,13.1224
504.6,11.398,13.1224
504.7,11.3981,13.1224
504.8,11.3982,13.1224
504.9,11.3983,13.1224
505,11.3984,13.1224
505.1,11.3984,13.1223
505.2,11.3985,13.1223
505.3,11.3987,13.1223
505.4,11.3987,13.1223
505.5,11.3988,13.1223
505.6,11.3989,13.1223
505.7,11.399,13.1224
505.8,11.3991,13.1223
505.9,11.3992,13.1223
506,11.3993,13.1223
506.1,11.3994,13.1223
506.2,11.3995,13.1223
506.3,11.3996,13.1223
506.4,11.3997,13.1223
506.5,11.3998,13.1223
506.6,11.3998,13.1223
506.7,11.4,13.1223
506.8,11.4001,13.1223
506.9,11.4001,13.1223
507,11.4002,13.1223
507.1,11.4003,13.1223
507.2,11.4004,13.1223
507.3,11.4005,13.1223
507.4,11.4006,13.1223
507.5,11.4007,13.1223
507.6,11.4008,13.1223
507.7,11.4009,13.1223
507.8,11.401,13.1223
507.9,11.401,13.1222
508,11.4012,13.1223
508.1,11.4012,13.1223
508.2,11.4013,13.1223
508.3,11.4014,13.1223
508.4,11.4015,13.1222
508.5,11.4016,13.1223
508.6,11.4017,13.1223
508.7,11.4018,13.1223
508.8,11.4019,13.1223
508.9,11.402,13.1222
