Time,Throughput_EnbA,Throughput_EnbB
304,14.6011,9.86182
304.1,14.6007,9.86192
304.2,14.6004,9.862
304.3,14.6001,9.86205
304.4,14.5998,9.86213
304.5,14.5995,9.86218
304.6,14.5992,9.86231
304.7,14.599,9.86236
304.8,14.5986,9.86244
304.9,14.5984,9.86252
305,14.598,9.8626
305.1,14.5977,9.8627
305.2,14.5974,9.86278
305.3,14.5971,9.86285
305.4,14.5969,9.86294
305.5,14.5965,9.86298
305.6,14.5963,9.86309
305.7,14.596,9.86314
305.8,14.5956,9.86322
305.9,14.5954,9.86329
306,14.595,9.8634
306.1,14.5947,9.86345
306.2,14.5944,9.86352
306.3,14.5942,9.8636
306.4,14.5939,9.86371
306.5,14.5936,9.86379
306.6,14.5933,9.86384
306.7,14.593,9.86394
306.8,14.5927,9.86402
306.9,14.5924,9.86409
307,14.5921,9.86414
307.1,14.5918,9.86422
307.2,14.5915,9.8643
307.3,14.5913,9.8644
307.4,14.5909,9.86445
307.5,14.5906,9.86452
307.6,14.5904,9.8646
307.7,14.5901,9.86471
307.8,14.5898,9.86478
307.9,14.5895,9.86483
308,14.5892,9.86494
308.1,14.5888,9.86501
308.2,14.5886,9.86509
308.3,14.5883,9.86514
308.4,14.588,9.86521
308.5,14.5877,9.86529
308.6,14.5874,9.86539
308.7,14.5871,9.86544
308.8,14.5868,9.86551
308.9,14.5866,9.86559
309,14.5863,9.8657
309.1,14.5859,9.86577
309.2,14.5857,9.86582
309.3,14.5854,9.86593
309.4,14.5851,9.866
309.5,14.5848,9.86607
309.6,14.5845,9.86612
309.7,14.5842,9.8662
309.8,14.5839,9.86627
309.9,14.5837,9.86638
310,14.5833,9.86642
310.1,14.5831,9.8665
310.2,14.5828,9.86658
310.3,14.5825,9.86665
310.4,14.5822,9.86675
310.5,14.5819,9.86683
310.6,14.5817,9.86687
310.7,14.5813,9.86695
310.8,14.581,9.86703
310.9,14.5808,9.86713
311,14.5805,9.86717
311.1,14.5802,9.86728
311.2,14.5799,9.86735
311.3,14.5796,9.86739
311.4,14.5793,9.86747
311.5,14.5791,9.86755
311.6,14.5788,9.86762
311.7,14.5785,9.8677
311.8,14.5782,9.8678
311.9,14.5779,9.86785
312,14.5776,9.86792
312.1,14.5774,9.868
312.2,14.577,9.86807
312.3,14.5768,9.86817
312.4,14.5765,9.86822
312.5,14.5762,9.86832
312.6,14.5759,9.86839
312.7,14.5756,9.86847
312.8,14.5753,9.86851
312.9,14.575,9.86859
313,14.5748,9.86866
313.1,14.5745,9.86876
313.2,14.5742,9.86884
313.3,14.5739,9.86888
313.4,14.5736,9.86896
313.5,14.5733,9.86903
313.6,14.5731,9.86913
313.7,14.5728,9.86918
313.8,14.5725,9.86925
313.9,14.5723,9.86933
314,14.5719,9.86945
314.1,14.5717,9.86945
314.2,14.5714,9.86954
314.3,14.5711,9.86962
314.4,14.5708,9.86969
314.5,14.5705,9.86979
314.6,14.5703,9.86984
314.7,14.57,9.86991
314.8,14.5697,9.86999
314.9,14.5694,9.87008
315,14.5691,9.87013
315.1,14.5688,9.8702
315.2,14.5686,9.87028
315.3,14.5683,9.87038
315.4,14.568,9.87045
315.5,14.5677,9.87049
315.6,14.5675,9.87057
315.7,14.5672,9.87064
315.8,14.567,9.87074
315.9,14.5666,9.87078
316,14.5664,9.87086
316.1,14.5661,9.87093
316.2,14.5658,9.87103
316.3,14.5655,9.87107
316.4,14.5653,9.87115
316.5,14.565,9.87122
316.6,14.5647,9.87132
316.7,14.5644,9.87139
316.8,14.5641,9.87143
316.9,14.5639,9.87151
317,14.5635,9.87158
317.1,14.5633,9.87168
317.2,14.563,9.87172
317.3,14.5628,9.87179
317.4,14.5625,9.87187
317.5,14.5622,9.87197
317.6,14.562,9.87204
317.7,14.5617,9.87209
317.8,14.5613,9.87215
317.9,14.5611,9.87223
318,14.5608,9.87233
318.1,14.5606,9.8724
318.2,14.5603,9.87244
318.3,14.56,9.87251
318.4,14.5597,9.87258
318.5,14.5595,9.87268
318.6,14.5592,9.87273
318.7,14.5589,9.8728
318.8,14.5586,9.87287
318.9,14.5583,9.87297
319,14.5581,9.87304
319.1,14.5578,9.87308
319.2,14.5575,9.87318
319.3,14.5573,9.87325
319.4,14.557,9.87332
319.5,14.5567,9.87337
319.6,14.5564,9.87344
319.7,14.5562,9.87351
319.8,14.5559,9.87361
319.9,14.5556,9.87365
320,14.5554,9.87372
320.1,14.5551,9.87379
320.2,14.5548,9.87389
320.3,14.5545,9.87396
320.4,14.5543,9.874
320.5,14.554,9.87407
320.6,14.5537,9.87414
320.7,14.5535,9.87424
320.8,14.5532,9.87429
320.9,14.553,9.87435
321,14.5526,9.87443
321.1,14.5524,9.8745
321.2,14.5521,9.8746
321.3,14.5518,9.87464
321.4,14.5516,9.87471
321.5,14.5513,9.87478
321.6,14.551,9.87488
321.7,14.5508,9.87494
321.8,14.5505,9.87498
321.9,14.5502,9.87506
322,14.55,9.87513
322.1,14.5498,9.87522
322.2,14.5494,9.87527
322.3,14.5492,9.87534
322.4,14.5489,9.87541
322.5,14.5486,9.8755
322.6,14.5484,9.87557
322.7,14.5481,9.87561
322.8,14.5478,9.87568
322.9,14.5476,9.87575
323,14.5473,9.87587
323.1,14.547,9.87589
323.2,14.5467,9.87596
323.3,14.5465,9.87603
323.4,14.5462,9.87613
323.5,14.546,9.87619
323.6,14.5457,9.87624
323.7,14.5455,9.87631
323.8,14.5452,9.87638
323.9,14.5449,9.87647
324,14.5447,9.87651
324.1,14.5444,9.87658
324.2,14.5442,9.87665
324.3,14.5439,9.87675
324.4,14.5436,9.87679
324.5,14.5433,9.87686
324.6,14.5431,9.87693
324.7,14.5428,9.87702
324.8,14.5426,9.87709
324.9,14.5423,9.87713
325,14.5421,9.8772
325.1,14.5418,9.87727
325.2,14.5415,9.87736
325.3,14.5412,9.87741
325.4,14.541,9.87748
325.5,14.5407,9.87755
325.6,14.5405,9.87764
325.7,14.5402,9.87768
325.8,14.5399,9.87775
325.9,14.5397,9.87782
326,14.5394,9.87791
326.1,14.5391,9.87798
326.2,14.5389,9.87802
326.3,14.5387,9.87809
326.4,14.5384,9.87816
326.5,14.5381,9.87825
326.6,14.5378,9.87829
326.7,14.5376,9.87836
326.8,14.5373,9.87843
326.9,14.537,9.87852
327,14.5368,9.87859
327.1,14.5365,9.87863
327.2,14.5363,9.8787
327.3,14.536,9.87877
327.4,14.5358,9.87886
327.5,14.5355,9.8789
327.6,14.5353,9.87897
327.7,14.535,9.87904
327.8,14.5347,9.87913
327.9,14.5344,9.87917
328,14.5342,9.87924
328.1,14.534,9.87933
328.2,14.5337,9.8794
328.3,14.5334,9.87946
328.4,14.5332,9.87951
328.5,14.5329,9.87957
328.6,14.5326,9.87964
328.7,14.5324,9.87973
328.8,14.5322,9.87977
328.9,14.5319,9.87984
329,14.5316,9.87991
329.1,14.5314,9.88
329.2,14.5311,9.88007
329.3,14.5308,9.88011
329.4,14.5306,9.8802
329.5,14.5304,9.88027
329.6,14.5301,9.88033
329.7,14.5298,9.88037
329.8,14.5296,9.88044
329.9,14.5293,9.88051
330,14.5291,9.8806
330.1,14.5288,9.88064
330.2,14.5286,9.88071
330.3,14.5284,9.88077
330.4,14.5281,9.88087
330.5,14.5278,9.88093
330.6,14.5275,9.88097
330.7,14.5273,9.88107
330.8,14.5271,9.88113
330.9,14.5268,9.8812
331,14.5265,9.88124
331.1,14.5263,9.8813
331.2,14.526,9.88137
331.3,14.5258,9.88146
331.4,14.5255,9.88148
331.5,14.5253,9.88157
331.6,14.525,9.88166
331.7,14.5248,9.88172
331.8,14.5246,9.88179
331.9,14.5243,9.88183
332,14.5241,9.8819
332.1,14.5237,9.88196
332.2,14.5236,9.88205
332.3,14.5232,9.88209
332.4,14.523,9.88216
332.5,14.5228,9.88222
332.6,14.5225,9.88229
332.7,14.5223,9.88238
332.8,14.522,9.88242
332.9,14.5218,9.88251
333,14.5215,9.88258
333.1,14.5213,9.88264
333.2,14.521,9.88268
333.3,14.5208,9.88275
333.4,14.5205,9.88281
333.5,14.5202,9.8829
333.6,14.52,9.88297
333.7,14.5198,9.883
333.8,14.5195,9.88307
333.9,14.5192,9.88314
334,14.5191,9.88323
334.1,14.5188,9.88326
334.2,14.5185,9.88336
334.3,14.5183,9.88342
334.4,14.518,9.88349
334.5,14.5178,9.88352
334.6,14.5175,9.88359
334.7,14.5173,9.88365
334.8,14.517,9.88375
334.9,14.5168,9.88378
335,14.5165,9.88385
335.1,14.5163,9.88391
335.2,14.516,9.88398
335.3,14.5158,9.88407
335.4,14.5155,9.8841
335.5,14.5153,9.8842
335.6,14.515,9.88426
335.7,14.5148,9.88432
335.8,14.5146,9.88436
335.9,14.5143,9.88443
336,14.5141,9.88449
336.1,14.5138,9.88458
336.2,14.5136,9.88462
336.3,14.5133,9.88468
336.4,14.5131,9.88475
336.5,14.5128,9.88481
336.6,14.5126,9.8849
336.7,14.5124,9.88494
336.8,14.5121,9.88503
336.9,14.5119,9.88509
337,14.5116,9.88515
337.1,14.5114,9.88519
337.2,14.5111,9.88526
337.3,14.5109,9.88532
337.4,14.5107,9.88541
337.5,14.5104,9.88547
337.6,14.5102,9.88551
337.7,14.5099,9.88558
337.8,14.5097,9.88564
337.9,14.5094,9.88573
338,14.5092,9.88576
338.1,14.509,9.88585
338.2,14.5087,9.88592
338.3,14.5084,9.88598
338.4,14.5082,9.88602
338.5,14.508,9.88608
338.6,14.5077,9.88614
338.7,14.5075,9.88623
338.8,14.5073,9.8863
338.9,14.507,9.88633
339,14.5068,9.8864
339.1,14.5065,9.88646
339.2,14.5063,9.88655
339.3,14.506,9.88658
339.4,14.5058,9.88667
339.5,14.5055,9.88674
339.6,14.5053,9.8868
339.7,14.5051,9.88684
339.8,14.5048,9.8869
339.9,14.5046,9.88696
340,14.5043,9.88702
340.1,14.5041,9.88711
340.2,14.5039,9.88715
340.3,14.5036,9.88721
340.4,14.5035,9.88727
340.5,14.5031,9.88736
340.6,14.5029,9.88742
340.7,14.5027,9.88746
340.8,14.5024,9.88752
340.9,14.5022,9.88759
341,14.5019,9.88767
341.1,14.5017,9.88771
341.2,14.5015,9.88777
341.3,14.5012,9.88784
341.4,14.501,9.88792
341.5,14.5008,9.88798
341.6,14.5005,9.88802
341.7,14.5003,9.88808
341.8,14.5001,9.88815
341.9,14.4998,9.88823
342,14.4996,9.88827
342.1,14.4994,9.88833
342.2,14.4991,9.88839
342.3,14.4989,9.88848
342.4,14.4986,9.88852
342.5,14.4984,9.88858
342.6,14.4981,9.88864
342.7,14.4979,9.88873
342.8,14.4977,9.88879
342.9,14.4975,9.88882
343,14.4972,9.88889
343.1,14.497,9.88895
343.2,14.4968,9.88903
343.3,14.4965,9.88907
343.4,14.4962,9.88913
343.5,14.496,9.88919
343.6,14.4957,9.88928
343.7,14.4956,9.88931
343.8,14.4953,9.88937
343.9,14.4951,9.88944
344,14.4949,9.88952
344.1,14.4946,9.88958
344.2,14.4944,9.88964
344.3,14.4941,9.88971
344.4,14.4939,9.88974
344.5,14.4937,9.88983
344.6,14.4935,9.88986
344.7,14.4932,9.88993
344.8,14.493,9.88999
344.9,14.4928,9.89007
345,14.4925,9.89011
345.1,14.4923,9.89017
345.2,14.492,9.89023
345.3,14.4918,9.89031
345.4,14.4916,9.89038
345.5,14.4914,9.89041
345.6,14.4912,9.8905
345.7,14.4909,9.89056
345.8,14.4907,9.89062
345.9,14.4904,9.89065
346,14.4902,9.89071
346.1,14.49,9.89077
346.2,14.4898,9.89086
346.3,14.4895,9.8909
346.4,14.4893,9.89095
346.5,14.4891,9.89102
346.6,14.4888,9.8911
346.7,14.4886,9.89116
346.8,14.4884,9.8912
346.9,14.4881,9.89128
347,14.4879,9.89134
347.1,14.4876,9.8914
347.2,14.4874,9.89144
347.3,14.4872,9.8915
347.4,14.4869,9.89156
347.5,14.4868,9.89164
347.6,14.4865,9.89168
347.7,14.4863,9.89173
347.8,14.4861,9.8918
347.9,14.4859,9.89188
348,14.4856,9.89194
348.1,14.4854,9.89198
348.2,14.4851,9.89206
348.3,14.4849,9.89212
348.4,14.4847,9.89218
348.5,14.4845,9.89221
348.6,14.4842,9.89227
348.7,14.484,9.89233
348.8,14.4838,9.89242
348.9,14.4836,9.89245
349,14.4833,9.89251
349.1,14.4831,9.89257
349.2,14.4829,9.89265
349.3,14.4826,9.89271
349.4,14.4824,9.89275
349.5,14.4822,9.89283
349.6,14.4819,9.89287
349.7,14.4817,9.89295
349.8,14.4815,9.89299
349.9,14.4813,9.89304
350,14.481,9.8931
350.1,14.4808,9.89316
350.2,14.4806,9.89325
350.3,14.4804,9.89328
350.4,14.4801,9.89336
350.5,14.4799,9.89342
350.6,14.4797,9.89348
350.7,14.4794,9.89352
350.8,14.4792,9.89358
350.9,14.479,9.89364
351,14.4788,9.89369
351.1,14.4786,9.89377
351.2,14.4783,9.89381
351.3,14.4781,9.89389
351.4,14.4778,9.89393
351.5,14.4776,9.89401
351.6,14.4774,9.89407
351.7,14.4772,9.8941
351.8,14.477,9.89416
351.9,14.4768,9.89422
352,14.4765,9.8943
352.1,14.4763,9.89434
352.2,14.4761,9.89442
352.3,14.4759,9.89448
352.4,14.4756,9.89454
352.5,14.4754,9.89459
352.6,14.4752,9.89463
352.7,14.475,9.89469
352.8,14.4747,9.89474
352.9,14.4745,9.89483
353,14.4743,9.89486
353.1,14.4741,9.89494
353.2,14.4739,9.895
353.3,14.4736,9.89506
353.4,14.4734,9.89512
353.5,14.4732,9.89515
353.6,14.4729,9.89521
353.7,14.4727,9.89527
353.8,14.4725,9.89535
353.9,14.4723,9.89538
354,14.4721,9.89544
354.1,14.4718,9.8955
354.2,14.4717,9.89558
354.3,14.4714,9.89561
354.4,14.4712,9.89568
354.5,14.471,9.89573
354.6,14.4708,9.89579
354.7,14.4705,9.89587
354.8,14.4703,9.8959
354.9,14.4701,9.89596
355,14.4699,9.89602
355.1,14.4696,9.8961
355.2,14.4694,9.89613
355.3,14.4692,9.89619
355.4,14.469,9.89624
355.5,14.4688,9.8963
355.6,14.4686,9.89638
355.7,14.4683,9.89642
355.8,14.4681,9.89647
355.9,14.4679,9.89653
356,14.4676,9.89661
356.1,14.4675,9.89664
356.2,14.4672,9.8967
356.3,14.4671,9.89676
356.4,14.4668,9.89684
356.5,14.4666,9.8969
356.6,14.4664,9.89695
356.7,14.4661,9.89701
356.8,14.4659,9.89704
356.9,14.4657,9.89712
357,14.4655,9.89716
357.1,14.4653,9.89721
357.2,14.4651,9.89727
357.3,14.4649,9.89735
357.4,14.4646,9.89741
357.5,14.4644,9.89744
357.6,14.4642,9.8975
357.7,14.4639,9.89755
357.8,14.4637,9.89763
357.9,14.4636,9.89767
358,14.4634,9.89772
358.1,14.4631,9.89778
358.2,14.4629,9.89786
358.3,14.4626,9.89791
358.4,14.4625,9.89795
358.5,14.4623,9.89803
358.6,14.462,9.89808
358.7,14.4618,9.89814
358.8,14.4616,9.89817
358.9,14.4614,9.89823
359,14.4611,9.89829
359.1,14.4609,9.89834
359.2,14.4607,9.89842
359.3,14.4606,9.89845
359.4,14.4603,9.89853
359.5,14.4601,9.89859
359.6,14.4599,9.89864
359.7,14.4596,9.89868
359.8,14.4594,9.89873
359.9,14.4592,9.89879
360,14.459,9.89884
360.1,14.4592,9.89892
360.2,14.4594,9.89896
360.3,14.4596,9.89901
360.4,14.4598,9.89907
360.5,14.46,9.89912
360.6,14.4602,9.8992
360.7,14.4604,9.89923
360.8,14.4605,9.89931
360.9,14.4608,9.89937
361,14.461,9.89942
361.1,14.4611,9.89946
361.2,14.4613,9.89951
361.3,14.4615,9.89957
361.4,14.4617,9.89965
361.5,14.4619,9.8997
361.6,14.4621,9.89973
361.7,14.4623,9.89979
361.8,14.4625,9.89984
361.9,14.4626,9.89992
362,14.4628,9.89995
362.1,14.463,9.90003
362.2,12.0558,9.90009
362.3,11.2144,12.2922
362.4,11.2145,12.2922
362.5,11.2148,13.1281
362.6,11.2149,13.1281
362.7,11.2151,13.1281
362.8,11.2153,13.1281
362.9,11.2154,13.1281
363,11.2156,13.128
363.1,11.2158,13.1281
363.2,11.216,13.128
363.3,11.2162,13.1281
363.4,11.2163,13.128
363.5,11.2165,13.128
363.6,11.2167,13.128
363.7,11.2169,13.128
363.8,11.2171,13.128
363.9,11.2172,13.128
364,11.2174,13.128
364.1,11.2176,13.128
364.2,11.2178,13.128
364.3,11.218,13.128
364.4,11.2182,13.128
364.5,11.2183,13.128
364.6,11.2185,13.128
364.7,11.2187,13.128
364.8,11.2189,13.1279
364.9,11.219,13.1279
365,11.2193,13.1279
365.1,11.2193,13.128
365.2,11.2196,13.1279
365.3,11.2197,13.1279
365.4,11.2199,13.1279
365.5,11.2201,13.1279
365.6,11.2202,13.1279
365.7,11.2204,13.1279
365.8,11.2206,13.1279
365.9,11.2208,13.1279
366,11.2209,13.1278
366.1,11.2211,13.1279
366.2,11.2213,13.1278
366.3,11.2215,13.1278
366.4,11.2217,13.1278
366.5,11.2218,13.1278
366.6,11.222,13.1279
366.7,11.2222,13.1278
366.8,11.2224,13.1278
366.9,11.2225,13.1278
367,11.2227,13.1278
367.1,11.2229,13.1278
367.2,11.2231,13.1278
367.3,11.2232,13.1278
367.4,11.2234,13.1278
367.5,11.2236,13.1278
367.6,11.2238,13.1278
367.7,11.2239,13.1277
367.8,11.2241,13.1278
367.9,11.2243,13.1277
368,11.2245,13.1277
368.1,11.2246,13.1277
368.2,11.2248,13.1277
368.3,11.225,13.1278
368.4,11.2252,13.1277
368.5,11.2254,13.1277
368.6,11.2255,13.1277
368.7,11.2257,13.1277
368.8,11.2258,13.1277
368.9,11.226,13.1276
369,11.2262,13.1277
369.1,11.2264,13.1277
369.2,11.2265,13.1276
369.3,11.2267,13.1277
369.4,11.2269,13.1277
369.5,11.2271,13.1277
369.6,11.2272,13.1276
369.7,11.2274,13.1276
369.8,11.2276,13.1277
369.9,11.2277,13.1277
370,11.2279,13.1276
370.1,11.2281,13.1276
370.2,11.2282,13.1276
370.3,11.2284,13.1276
370.4,11.2286,13.1276
370.5,11.2287,13.1276
370.6,11.2289,13.1276
370.7,11.2291,13.1276
370.8,11.2293,13.1276
370.9,11.2295,13.1276
371,11.2297,13.1276
371.1,11.2298,13.1276
371.2,11.23,13.1276
371.3,11.2302,13.1276
371.4,11.2304,13.1275
371.5,11.2305,13.1276
371.6,11.2307,13.1276
371.7,11.2308,13.1275
371.8,11.2311,13.1275
371.9,11.2312,13.1275
372,11.2314,13.1276
372.1,11.2315,13.1275
372.2,11.2317,13.1275
372.3,11.2319,13.1275
372.4,11.2321,13.1275
372.5,11.2323,13.1275
372.6,11.2324,13.1275
372.7,11.2326,13.1275
372.8,11.2328,13.1275
372.9,11.2329,13.1275
373,11.2331,13.1275
373.1,11.2333,13.1275
373.2,11.2335,13.1275
373.3,11.2336,13.1275
373.4,11.2338,13.1275
373.5,11.234,13.1274
373.6,11.2341,13.1274
373.7,11.2343,13.1274
373.8,11.2344,13.1275
373.9,11.2346,13.1274
374,11.2348,13.1275
374.1,11.2349,13.1275
374.2,11.2351,13.1275
374.3,11.2353,13.1274
374.4,11.2355,13.1274
374.5,11.2356,13.1274
374.6,11.2358,13.1274
374.7,11.236,13.1274
374.8,11.2362,13.1274
374.9,11.2363,13.1274
375,11.2365,13.1274
375.1,11.2366,13.1274
375.2,11.2368,13.1274
375.3,11.237,13.1274
375.4,11.2371,13.1273
375.5,11.2373,13.1274
375.6,11.2375,13.1274
375.7,11.2376,13.1274
375.8,11.2378,13.1274
375.9,11.238,13.1274
376,11.2382,13.1274
376.1,11.2383,13.1273
376.2,11.2385,13.1274
376.3,11.2386,13.1274
376.4,11.2388,13.1273
376.5,11.2389,13.1273
376.6,11.2391,13.1273
376.7,11.2393,13.1273
376.8,11.2394,13.1273
376.9,11.2396,13.1273
377,11.2397,13.1273
377.1,11.2399,13.1273
377.2,11.2401,13.1273
377.3,11.2403,13.1273
377.4,11.2404,13.1273
377.5,11.2406,13.1273
377.6,11.2407,13.1273
377.7,11.2409,13.1273
377.8,11.2411,13.1273
377.9,11.2412,13.1273
378,11.2414,13.1273
378.1,11.2416,13.1273
378.2,11.2417,13.1272
378.3,11.2419,13.1272
378.4,11.2421,13.1272
378.5,11.2423,13.1272
378.6,11.2424,13.1272
378.7,11.2426,13.1272
378.8,11.2427,13.1273
378.9,11.2429,13.1272
379,11.243,13.1272
379.1,11.2433,13.1272
379.2,11.2434,13.1272
379.3,11.2436,13.1272
379.4,11.2437,13.1271
379.5,11.2439,13.1272
379.6,11.2441,13.1272
379.7,11.2442,13.1272
379.8,11.2444,13.1272
379.9,11.2445,13.1272
380,11.2447,13.1272
380.1,11.2449,13.1271
380.2,11.2451,13.1271
380.3,11.2452,13.1272
380.4,11.2454,13.1271
380.5,11.2455,13.1271
380.6,11.2457,13.1271
380.7,11.2458,13.1271
380.8,11.246,13.1271
380.9,11.2461,13.1271
381,11.2463,13.1271
381.1,11.2465,13.1271
381.2,11.2466,13.1271
381.3,11.2468,13.1271
381.4,11.247,13.1271
381.5,11.2471,13.1271
381.6,11.2473,13.1271
381.7,11.2474,13.1271
381.8,11.2476,13.1271
381.9,11.2477,13.1271
382,11.2479,13.1271
382.1,11.2481,13.127
382.2,11.2482,13.127
382.3,11.2484,13.127
382.4,11.2485,13.127
382.5,11.2487,13.127
382.6,11.2488,13.127
382.7,11.249,13.1271
382.8,11.2491,13.1271
382.9,11.2493,13.127
383,11.2495,13.127
383.1,11.2497,13.127
383.2,11.2498,13.127
383.3,11.25,13.127
383.4,11.2502,13.1269
383.5,11.2503,13.127
383.6,11.2505,13.127
383.7,11.2506,13.127
383.8,11.2508,13.127
383.9,11.2509,13.127
384,11.2511,13.127
384.1,11.2512,13.1269
384.2,11.2514,13.127
384.3,11.2516,13.127
384.4,11.2517,13.127
384.5,11.2519,13.1269
384.6,11.2521,13.1269
384.7,11.2522,13.1269
384.8,11.2524,13.1269
384.9,11.2525,13.1269
385,11.2527,13.1269
385.1,11.2528,13.1269
385.2,11.253,13.1269
385.3,11.2532,13.1269
385.4,11.2534,13.1269
385.5,11.2535,13.1269
385.6,11.2536,13.1269
385.7,11.2538,13.1269
385.8,11.254,13.1269
385.9,11.2541,13.1269
386,11.2543,13.1269
386.1,11.2545,13.1269
386.2,11.2546,13.1269
386.3,11.2547,13.1269
386.4,11.2549,13.1269
386.5,11.2551,13.1268
386.6,11.2552,13.1269
386.7,11.2554,13.1269
386.8,11.2556,13.1268
386.9,11.2557,13.1268
387,11.2559,13.1268
387.1,11.2561,13.1268
387.2,11.2562,13.1268
387.3,11.2563,13.1268
387.4,11.2565,13.1268
387.5,11.2567,13.1268
387.6,11.2568,13.1268
387.7,11.257,13.1268
387.8,11.2571,13.1267
387.9,11.2572,13.1268
388,11.2574,13.1267
388.1,11.2576,13.1267
388.2,11.2577,13.1268
388.3,11.2579,13.1268
388.4,11.258,13.1268
388.5,11.2582,13.1268
388.6,11.2583,13.1268
388.7,11.2585,13.1267
388.8,11.2586,13.1267
388.9,11.2588,13.1267
389,11.259,13.1267
389.1,11.2591,13.1267
389.2,11.2592,13.1267
389.3,11.2594,13.1267
389.4,11.2596,13.1267
389.5,11.2597,13.1267
389.6,11.2598,13.1267
389.7,11.26,13.1267
389.8,11.2602,13.1266
389.9,11.2603,13.1267
390,11.2604,13.1267
390.1,11.2606,13.1267
390.2,11.2608,13.1267
390.3,11.2609,13.1266
390.4,11.2611,13.1267
390.5,11.2612,13.1267
390.6,11.2614,13.1266
390.7,11.2615,13.1267
390.8,11.2617,13.1266
390.9,11.2618,13.1266
391,11.262,13.1266
391.1,11.2622,13.1266
391.2,11.2623,13.1266
391.3,11.2625,13.1266
391.4,11.2626,13.1266
391.5,11.2628,13.1266
391.6,11.2629,13.1266
391.7,11.2631,13.1266
391.8,11.2632,13.1265
391.9,11.2634,13.1266
392,11.2635,13.1266
392.1,11.2637,13.1265
392.2,11.2638,13.1266
392.3,11.264,13.1265
392.4,11.2641,13.1266
392.5,11.2642,13.1265
392.6,11.2644,13.1265
392.7,11.2645,13.1265
392.8,11.2647,13.1265
392.9,11.2649,13.1265
393,11.265,13.1265
393.1,11.2652,13.1265
393.2,11.2653,13.1265
393.3,11.2655,13.1265
393.4,11.2656,13.1265
393.5,11.2658,13.1265
393.6,11.2659,13.1265
393.7,11.2661,13.1265
393.8,11.2662,13.1265
393.9,11.2664,13.1265
394,11.2666,13.1265
394.1,11.2667,13.1264
394.2,11.2669,13.1264
394.3,11.267,13.1264
394.4,11.2672,13.1265
394.5,11.2673,13.1264
394.6,11.2675,13.1265
394.7,11.2676,13.1265
394.8,11.2678,13.1265
394.9,11.2679,13.1264
395,11.2681,13.1264
395.1,11.2683,13.1264
395.2,11.2684,13.1264
395.3,11.2686,13.1264
395.4,11.2687,13.1264
395.5,11.2689,13.1264
395.6,11.269,13.1264
395.7,11.2692,13.1264
395.8,11.2693,13.1264
395.9,11.2695,13.1264
396,11.2696,13.1264
396.1,11.2698,13.1264
396.2,11.2699,13.1264
396.3,11.27,13.1263
396.4,11.2702,13.1263
396.5,11.2704,13.1263
396.6,11.2705,13.1264
396.7,11.2707,13.1264
396.8,11.2708,13.1263
396.9,11.271,13.1263
397,11.2711,13.1263
397.1,11.2713,13.1263
397.2,11.2714,13.1263
397.3,11.2716,13.1263
397.4,11.2717,13.1263
397.5,11.2719,13.1263
397.6,11.272,13.1263
397.7,11.2722,13.1263
397.8,11.2723,13.1263
397.9,11.2725,13.1263
398,11.2726,13.1263
398.1,11.2728,13.1262
398.2,11.2729,13.1262
398.3,11.2731,13.1262
398.4,11.2732,13.1263
398.5,11.2734,13.1262
398.6,11.2735,13.1263
398.7,11.2737,13.1263
398.8,11.2738,13.1263
398.9,11.274,13.1262
399,11.2741,13.1262
399.1,11.2743,13.1262
399.2,11.2744,13.1262
399.3,11.2745,13.1262
399.4,11.2747,13.1262
399.5,11.2749,13.1262
399.6,11.2751,13.1262
399.7,11.2752,13.1262
399.8,11.2753,13.1262
399.9,11.2755,13.1262
400,11.2756,13.1262
400.1,11.2758,13.1262
400.2,11.276,13.1262
400.3,11.2761,13.1262
400.4,11.2762,13.1262
400.5,11.2764,13.1261
400.6,11.2765,13.1262
400.7,11.2767,13.1261
400.8,11.2767,13.1261
400.9,11.277,13.1262
401,11.2771,13.1261
401.1,11.2773,13.1261
401.2,11.2774,13.1261
401.3,11.2776,13.1261
401.4,11.2777,13.1261
401.5,11.2779,13.1261
401.6,11.2779,13.1262
401.7,11.2782,13.1261
401.8,11.2782,13.1261
401.9,11.2784,13.1261
402,11.2786,13.1261
402.1,11.2787,13.1261
402.2,11.2789,13.1261
402.3,11.279,13.1261
402.4,11.2792,13.1261
402.5,11.2793,13.126
402.6,11.2794,13.1261
402.7,11.2796,13.1261
402.8,11.2797,13.1261
402.9,11.2798,13.126
403,11.28,13.126
403.1,11.2801,13.1261
403.2,11.2803,13.126
403.3,11.2804,13.1261
403.4,11.2806,13.126
403.5,11.2807,13.126
403.6,11.2808,13.126
403.7,11.281,13.126
403.8,11.2811,13.126
403.9,11.2813,13.126
404,11.2814,13.126
404.1,11.2816,13.126
404.2,11.2817,13.126
404.3,11.2819,13.126
404.4,11.282,13.126
404.5,11.2822,13.126
404.6,11.2822,13.126
404.7,11.2824,13.126
404.8,11.2825,13.126
404.9,11.2827,13.126
405,11.2828,13.126
405.1,11.283,13.126
405.2,11.2832,13.1259
405.3,11.2833,13.126
405.4,11.2834,13.1259
405.5,11.2836,13.1259
405.6,11.2837,13.1259
405.7,11.2839,13.1259
405.8,11.284,13.1259
405.9,11.2842,13.1259
406,11.2843,13.1259
406.1,11.2844,13.1259
406.2,11.2846,13.1259
406.3,11.2847,13.1259
